entry_date,exit_date,direction,entry_price,exit_price,result,pnl_pips,hold_candles,cumulative_pips
2025-10-03 15:40:00,2025-10-03 15:45:00,Long,147.9541503735586,147.9841503735586,TP,3.0,1,72.0
2025-10-03 17:50:00,2025-10-03 18:00:00,Short,148.44051026183905,148.41051026183905,TP,3.0,2,75.0
2025-10-03 20:40:00,2025-10-03 20:45:00,Short,147.92709086844584,147.89709086844584,TP,3.0,1,78.0
2025-10-03 21:05:00,2025-10-03 21:10:00,Long,147.86096538393497,147.89096538393497,TP,3.0,1,81.0
2025-10-03 22:50:00,2025-10-03 23:20:00,Short,148.2772973474416,148.2472973474416,TP,3.0,6,84.0
2025-10-04 02:25:00,2025-10-04 02:30:00,Long,147.46290929089193,147.49290929089193,TP,3.0,1,87.0
2025-10-04 06:10:00,2025-10-04 06:25:00,Short,147.94035274938562,147.91035274938562,TP,3.0,3,90.0
2025-10-04 07:20:00,2025-10-04 07:25:00,Short,148.12053449408145,148.09053449408145,TP,3.0,1,93.0
2025-10-04 07:45:00,2025-10-04 07:50:00,Short,148.2573429557677,148.2273429557677,TP,3.0,1,96.0
2025-10-04 12:45:00,2025-10-04 12:50:00,Long,147.99530410675084,148.02530410675084,TP,3.0,1,99.0
2025-10-04 16:30:00,2025-10-04 16:35:00,Long,147.14625425933244,147.17625425933244,TP,3.0,1,102.0
2025-10-04 18:40:00,2025-10-04 19:25:00,Short,147.19272977325974,147.49272977325975,SL,-30.0,9,72.0
2025-10-04 21:25:00,2025-10-04 21:40:00,Short,147.68097729375927,147.65097729375927,TP,3.0,3,75.0
2025-10-04 22:00:00,2025-10-04 22:10:00,Long,147.46307203721926,147.49307203721926,TP,3.0,2,78.0
2025-10-04 22:15:00,2025-10-04 22:35:00,Long,147.42117825833668,147.12117825833667,SL,-30.0,4,48.0
2025-10-05 01:10:00,2025-10-05 01:15:00,Long,147.04577343919786,147.07577343919786,TP,3.0,1,51.0
2025-10-05 11:10:00,2025-10-05 11:20:00,Short,146.9014335665125,146.8714335665125,TP,3.0,2,54.0
2025-10-06 10:20:00,2025-10-06 10:25:00,Short,145.64446038781014,145.61446038781014,TP,3.0,1,57.0
2025-10-06 11:00:00,2025-10-06 11:35:00,Long,145.1610031675677,144.8610031675677,SL,-30.0,7,27.0
2025-10-06 16:45:00,2025-10-06 16:50:00,Long,144.15035939593497,144.18035939593497,TP,3.0,1,30.0
2025-10-06 21:10:00,2025-10-06 21:15:00,Short,144.66615811623012,144.63615811623012,TP,3.0,1,33.0
2025-10-07 03:55:00,2025-10-07 05:55:00,Short,144.51214337742567,144.57319866807956,Time,-6.105529065388282,24,26.894470934611718
2025-10-07 06:35:00,2025-10-07 06:45:00,Short,144.6412792852061,144.6112792852061,TP,3.0,2,29.894470934611718
2025-10-07 06:55:00,2025-10-07 07:00:00,Short,144.733290163046,144.703290163046,TP,3.0,1,32.89447093461172
2025-10-07 07:35:00,2025-10-07 07:40:00,Short,144.7985679259675,144.7685679259675,TP,3.0,1,35.89447093461172
2025-10-07 08:05:00,2025-10-07 08:15:00,Short,144.97121580839922,144.94121580839922,TP,3.0,2,38.89447093461172
2025-10-07 11:05:00,2025-10-07 11:10:00,Long,145.15854656580595,145.18854656580595,TP,3.0,1,41.89447093461172
2025-10-07 11:30:00,2025-10-07 11:35:00,Short,145.1642339672889,145.1342339672889,TP,3.0,1,44.89447093461172
2025-10-07 12:05:00,2025-10-07 12:10:00,Short,145.28504642840755,145.25504642840755,TP,3.0,1,47.89447093461172
2025-10-07 15:35:00,2025-10-07 15:40:00,Short,145.90619534472427,145.87619534472427,TP,3.0,1,50.89447093461172
2025-10-07 21:45:00,2025-10-07 21:50:00,Short,145.6334633234078,145.6034633234078,TP,3.0,1,53.89447093461172
2025-10-07 22:05:00,2025-10-07 22:10:00,Short,145.6454466061718,145.6154466061718,TP,3.0,1,56.89447093461172
2025-10-07 23:50:00,2025-10-07 23:55:00,Long,145.44058699757983,145.47058699757983,TP,3.0,1,59.89447093461172
2025-10-08 05:20:00,2025-10-08 05:25:00,Short,146.1564766149839,146.1264766149839,TP,3.0,1,62.89447093461172
2025-10-08 07:10:00,2025-10-08 07:20:00,Short,146.09234622929742,146.06234622929742,TP,3.0,2,65.89447093461172
2025-10-08 08:35:00,2025-10-08 08:40:00,Long,145.9796155607125,146.0096155607125,TP,3.0,1,68.89447093461172
2025-10-08 08:45:00,2025-10-08 08:50:00,Long,145.9976873553649,146.0276873553649,TP,3.0,1,71.89447093461172
2025-10-08 10:45:00,2025-10-08 11:00:00,Long,146.60122770444696,146.63122770444696,TP,3.0,3,74.89447093461172
2025-10-08 11:50:00,2025-10-08 11:55:00,Short,146.98368790709412,146.95368790709412,TP,3.0,1,77.89447093461172
2025-10-08 13:45:00,2025-10-08 13:50:00,Long,146.98502843268696,147.01502843268696,TP,3.0,1,80.89447093461172
2025-10-08 15:30:00,2025-10-08 15:40:00,Long,146.56183122095828,146.59183122095828,TP,3.0,2,83.89447093461172
2025-10-08 19:30:00,2025-10-08 19:55:00,Short,147.04984210900332,147.01984210900332,TP,3.0,5,86.89447093461172
2025-10-08 21:05:00,2025-10-08 21:10:00,Short,147.28595509355213,147.25595509355213,TP,3.0,1,89.89447093461172
2025-10-08 21:15:00,2025-10-08 21:50:00,Short,147.4037506893898,147.3737506893898,TP,3.0,7,92.89447093461172
2025-10-08 22:55:00,2025-10-08 23:20:00,Short,147.6058543329934,147.9058543329934,SL,-30.0,5,62.89447093461172
2025-10-09 02:15:00,2025-10-09 02:20:00,Long,147.55946890647695,147.58946890647695,TP,3.0,1,65.89447093461172
2025-10-09 08:20:00,2025-10-09 08:25:00,Long,147.41642348462995,147.44642348462995,TP,3.0,1,68.89447093461172
2025-10-09 10:45:00,2025-10-09 10:50:00,Short,147.44889282585197,147.41889282585197,TP,3.0,1,71.89447093461172
2025-10-09 17:20:00,2025-10-09 17:25:00,Short,146.65160893194803,146.62160893194803,TP,3.0,1,74.89447093461172
2025-10-09 19:55:00,2025-10-09 20:50:00,Long,146.68528086802087,146.38528086802086,SL,-30.0,11,44.89447093461172
2025-10-09 21:45:00,2025-10-09 21:50:00,Short,146.63211913731928,146.60211913731928,TP,3.0,1,47.89447093461172
2025-10-09 22:05:00,2025-10-09 22:10:00,Short,146.74398996027347,146.71398996027347,TP,3.0,1,50.89447093461172
2025-10-09 22:45:00,2025-10-09 22:50:00,Short,146.72600615354935,146.69600615354935,TP,3.0,1,53.89447093461172
2025-10-09 23:00:00,2025-10-09 23:05:00,Short,146.77944298270882,146.7494429827088,TP,3.0,1,56.89447093461172
2025-10-09 23:15:00,2025-10-09 23:20:00,Long,146.21012208512965,146.24012208512966,TP,3.0,1,59.89447093461172
2025-10-10 02:00:00,2025-10-10 02:20:00,Short,146.9319653937373,146.9019653937373,TP,3.0,4,62.89447093461172
2025-10-10 05:30:00,2025-10-10 06:10:00,Short,146.81700275550332,146.78700275550332,TP,3.0,8,65.89447093461172
2025-10-10 15:55:00,2025-10-10 16:00:00,Long,147.207402471987,147.237402471987,TP,3.0,1,68.89447093461172
2025-10-10 18:00:00,2025-10-10 18:35:00,Short,147.54336358686368,147.51336358686368,TP,3.0,7,71.89447093461172
2025-10-10 20:40:00,2025-10-10 20:50:00,Short,147.9179768053414,148.2179768053414,SL,-30.0,2,41.89447093461172
2025-10-10 23:05:00,2025-10-10 23:25:00,Long,147.67952604670677,147.70952604670677,TP,3.0,4,44.89447093461172
2025-10-11 00:30:00,2025-10-11 00:35:00,Long,147.29133162925396,147.32133162925396,TP,3.0,1,47.89447093461172
2025-10-11 06:25:00,2025-10-11 06:30:00,Short,146.79645433453368,146.76645433453368,TP,3.0,1,50.89447093461172
2025-10-11 06:35:00,2025-10-11 06:40:00,Short,146.7662718563548,146.7362718563548,TP,3.0,1,53.89447093461172
2025-10-11 09:10:00,2025-10-11 09:35:00,Long,146.65256875947176,146.35256875947175,SL,-30.0,5,23.894470934611718
2025-10-11 17:25:00,2025-10-11 18:05:00,Long,145.48258835993397,145.51258835993397,TP,3.0,8,26.894470934611718
2025-10-11 19:45:00,2025-10-11 19:50:00,Short,146.094620253525,146.064620253525,TP,3.0,1,29.894470934611718
2025-10-11 21:25:00,2025-10-11 21:30:00,Short,146.51696277978692,146.48696277978692,TP,3.0,1,32.89447093461172
2025-10-12 07:10:00,2025-10-12 07:15:00,Long,145.99180636521302,146.02180636521302,TP,3.0,1,35.89447093461172
2025-10-12 08:05:00,2025-10-12 08:10:00,Long,145.59322279676346,145.62322279676346,TP,3.0,1,38.89447093461172
2025-10-12 13:00:00,2025-10-12 13:05:00,Long,145.9870396739538,146.0170396739538,TP,3.0,1,41.89447093461172
2025-10-12 13:40:00,2025-10-12 15:00:00,Long,146.0092934531111,145.7092934531111,SL,-30.0,16,11.894470934611718
2025-10-12 16:50:00,2025-10-12 16:55:00,Short,145.4110861107042,145.3810861107042,TP,3.0,1,14.894470934611718
2025-10-12 21:05:00,2025-10-12 21:10:00,Long,145.16031089247238,145.19031089247238,TP,3.0,1,17.894470934611718
2025-10-12 21:25:00,2025-10-12 21:30:00,Long,145.0375747609094,145.0675747609094,TP,3.0,1,20.894470934611718
2025-10-12 22:50:00,2025-10-12 22:55:00,Long,144.88746263941044,144.91746263941045,TP,3.0,1,23.894470934611718
2025-10-13 02:00:00,2025-10-13 02:05:00,Long,143.91991785684985,143.61991785684984,SL,-30.0,1,-6.105529065388282
2025-10-13 06:20:00,2025-10-13 06:25:00,Short,143.99077216220198,143.96077216220198,TP,3.0,1,-3.105529065388282
2025-10-13 08:25:00,2025-10-13 08:30:00,Short,144.19985634816632,144.16985634816632,TP,3.0,1,-0.1055290653882821
2025-10-13 08:40:00,2025-10-13 08:45:00,Short,144.16551996549728,144.13551996549728,TP,3.0,1,2.894470934611718
2025-10-13 13:15:00,2025-10-13 13:35:00,Long,145.03351425818687,145.06351425818687,TP,3.0,4,5.894470934611718
2025-10-13 20:40:00,2025-10-13 20:45:00,Long,143.64068745216403,143.67068745216403,TP,3.0,1,8.894470934611718
2025-10-13 21:30:00,2025-10-13 21:40:00,Short,144.21669409637107,144.18669409637107,TP,3.0,2,11.894470934611718
2025-10-14 01:25:00,2025-10-14 01:40:00,Short,144.25990286681537,144.22990286681537,TP,3.0,3,14.894470934611718
2025-10-14 01:45:00,2025-10-14 01:50:00,Long,144.17063670117818,144.20063670117818,TP,3.0,1,17.894470934611718
2025-10-14 01:55:00,2025-10-14 02:00:00,Long,144.01793308575859,144.0479330857586,TP,3.0,1,20.894470934611718
2025-10-14 06:50:00,2025-10-14 07:00:00,Long,143.42509097950634,143.45509097950634,TP,3.0,2,23.894470934611718
2025-10-14 08:15:00,2025-10-14 08:20:00,Short,143.79146301699566,143.76146301699566,TP,3.0,1,26.894470934611718
2025-10-14 09:40:00,2025-10-14 09:50:00,Short,143.87271969564088,143.84271969564088,TP,3.0,2,29.894470934611718
2025-10-14 15:35:00,2025-10-14 15:40:00,Long,143.4804093187629,143.5104093187629,TP,3.0,1,32.89447093461172
2025-10-14 17:05:00,2025-10-14 17:15:00,Long,143.23500310665452,143.26500310665452,TP,3.0,2,35.89447093461172
2025-10-14 20:50:00,2025-10-14 20:55:00,Long,143.04341972692322,143.07341972692322,TP,3.0,1,38.89447093461172
2025-10-15 03:30:00,2025-10-15 04:05:00,Short,142.27376640311167,142.24376640311166,TP,3.0,7,41.89447093461172
2025-10-15 05:15:00,2025-10-15 05:50:00,Short,142.2798187935203,142.2498187935203,TP,3.0,7,44.89447093461172
2025-10-15 06:20:00,2025-10-15 07:50:00,Short,142.5084676882317,142.4784676882317,TP,3.0,18,47.89447093461172
2025-10-15 08:25:00,2025-10-15 08:30:00,Long,142.28493043005287,142.31493043005287,TP,3.0,1,50.89447093461172
2025-10-15 20:50:00,2025-10-15 20:55:00,Short,140.8187930467614,140.7887930467614,TP,3.0,1,53.89447093461172
2025-10-15 21:00:00,2025-10-15 21:05:00,Short,140.95960180306224,140.92960180306224,TP,3.0,1,56.89447093461172
2025-10-15 22:20:00,2025-10-15 22:25:00,Long,140.44481417023562,140.47481417023562,TP,3.0,1,59.89447093461172
2025-10-16 00:05:00,2025-10-16 00:10:00,Short,140.36242726476914,140.33242726476914,TP,3.0,1,62.89447093461172
2025-10-16 02:45:00,2025-10-16 02:55:00,Long,139.78340238375267,139.81340238375267,TP,3.0,2,65.89447093461172
2025-10-16 06:05:00,2025-10-16 06:10:00,Long,139.63681233335217,139.66681233335217,TP,3.0,1,68.89447093461172
2025-10-16 06:15:00,2025-10-16 06:20:00,Long,139.6129690580612,139.6429690580612,TP,3.0,1,71.89447093461172
2025-10-16 06:55:00,2025-10-16 07:00:00,Short,139.90536985602557,139.87536985602557,TP,3.0,1,74.89447093461172
2025-10-16 09:00:00,2025-10-16 09:05:00,Long,139.65596066500441,139.68596066500442,TP,3.0,1,77.89447093461172
2025-10-16 09:45:00,2025-10-16 09:50:00,Short,139.72532511091973,139.69532511091973,TP,3.0,1,80.89447093461172
2025-10-16 10:10:00,2025-10-16 10:15:00,Short,139.67500155323486,139.64500155323486,TP,3.0,1,83.89447093461172
2025-10-16 10:30:00,2025-10-16 10:35:00,Long,139.7194428731366,139.7494428731366,TP,3.0,1,86.89447093461172
2025-10-16 10:50:00,2025-10-16 11:10:00,Short,139.73327989802576,139.70327989802576,TP,3.0,4,89.89447093461172
2025-10-16 11:45:00,2025-10-16 11:55:00,Short,139.78258745462924,139.75258745462924,TP,3.0,2,92.89447093461172
2025-10-16 12:00:00,2025-10-16 12:15:00,Short,139.8197610251945,139.7897610251945,TP,3.0,3,95.89447093461172
2025-10-16 17:20:00,2025-10-16 17:25:00,Short,140.82591311292862,140.79591311292862,TP,3.0,1,98.89447093461172
2025-10-16 17:35:00,2025-10-16 17:55:00,Short,140.80858445673658,140.77858445673658,TP,3.0,4,101.89447093461172
2025-10-16 20:00:00,2025-10-16 20:10:00,Long,140.81085390281098,140.84085390281098,TP,3.0,2,104.89447093461172
2025-10-17 10:20:00,2025-10-17 10:25:00,Short,140.5043440940722,140.4743440940722,TP,3.0,1,107.89447093461172
2025-10-17 12:25:00,2025-10-17 12:35:00,Long,139.9993416218773,140.0293416218773,TP,3.0,2,110.89447093461172
2025-10-17 19:45:00,2025-10-17 20:10:00,Long,140.60933587604467,140.63933587604467,TP,3.0,5,113.89447093461172
2025-10-17 20:55:00,2025-10-17 21:00:00,Short,140.66196373637018,140.63196373637018,TP,3.0,1,116.89447093461172
2025-10-17 21:45:00,2025-10-17 21:50:00,Long,140.46926891873505,140.49926891873505,TP,3.0,1,119.89447093461172
2025-10-18 05:45:00,2025-10-18 06:05:00,Short,140.31931855573785,140.28931855573785,TP,3.0,4,122.89447093461172
2025-10-18 06:15:00,2025-10-18 06:25:00,Short,140.53444744331736,140.50444744331736,TP,3.0,2,125.89447093461172
2025-10-18 08:10:00,2025-10-18 08:15:00,Short,140.91258212278333,140.88258212278333,TP,3.0,1,128.89447093461172
2025-10-18 13:40:00,2025-10-18 13:50:00,Long,140.25750663068544,140.28750663068544,TP,3.0,2,131.89447093461172
2025-10-18 15:30:00,2025-10-18 15:35:00,Long,140.35978180500084,140.38978180500084,TP,3.0,1,134.89447093461172
2025-10-18 15:45:00,2025-10-18 15:55:00,Long,140.2552904842075,140.2852904842075,TP,3.0,2,137.89447093461172
2025-10-18 19:10:00,2025-10-18 19:45:00,Short,139.58223679916514,139.55223679916514,TP,3.0,7,140.89447093461172
2025-10-18 21:05:00,2025-10-18 21:10:00,Long,139.44496800787655,139.47496800787656,TP,3.0,1,143.89447093461172
2025-10-18 21:20:00,2025-10-18 21:45:00,Short,139.54417729338405,139.84417729338406,SL,-30.0,5,113.89447093461172
2025-10-19 08:40:00,2025-10-19 08:45:00,Short,139.305032323667,139.275032323667,TP,3.0,1,116.89447093461172
2025-10-19 09:20:00,2025-10-19 09:25:00,Long,139.1995041753009,139.2295041753009,TP,3.0,1,119.89447093461172
2025-10-19 11:50:00,2025-10-19 11:55:00,Long,138.83504409220455,138.86504409220456,TP,3.0,1,122.89447093461172
2025-10-19 15:45:00,2025-10-19 15:50:00,Long,138.5090940575708,138.5390940575708,TP,3.0,1,125.89447093461172
2025-10-19 16:20:00,2025-10-19 16:25:00,Long,138.32907432650444,138.35907432650444,TP,3.0,1,128.89447093461172
2025-10-19 19:45:00,2025-10-19 19:50:00,Short,138.83851606860384,138.80851606860384,TP,3.0,1,131.89447093461172
2025-10-19 21:25:00,2025-10-19 21:50:00,Long,138.5370412620206,138.2370412620206,SL,-30.0,5,101.89447093461172
2025-10-19 23:30:00,2025-10-19 23:35:00,Short,138.3004593464943,138.2704593464943,TP,3.0,1,104.89447093461172
2025-10-19 23:55:00,2025-10-20 00:15:00,Short,138.3890690736127,138.3590690736127,TP,3.0,4,107.89447093461172
2025-10-20 05:10:00,2025-10-20 05:45:00,Long,138.56318471769328,138.59318471769328,TP,3.0,7,110.89447093461172
2025-10-20 05:55:00,2025-10-20 06:40:00,Short,138.62234956822374,138.92234956822375,SL,-30.0,9,80.89447093461172
2025-10-20 10:15:00,2025-10-20 10:20:00,Long,138.8600962860863,138.8900962860863,TP,3.0,1,83.89447093461172
2025-10-20 10:30:00,2025-10-20 10:35:00,Long,138.8735171481489,138.9035171481489,TP,3.0,1,86.89447093461172
2025-10-20 11:25:00,2025-10-20 11:35:00,Long,138.71956038823697,138.74956038823697,TP,3.0,2,89.89447093461172
2025-10-20 17:00:00,2025-10-20 17:10:00,Long,138.5854271040755,138.6154271040755,TP,3.0,2,92.89447093461172
2025-10-20 20:55:00,2025-10-20 21:05:00,Long,138.6861138211336,138.7161138211336,TP,3.0,2,95.89447093461172
2025-10-20 21:10:00,2025-10-20 21:20:00,Short,138.81372492356286,138.78372492356286,TP,3.0,2,98.89447093461172
2025-10-20 21:25:00,2025-10-20 21:30:00,Short,138.95766645277487,138.92766645277487,TP,3.0,1,101.89447093461172
2025-10-20 22:40:00,2025-10-20 22:50:00,Short,138.75180013656671,138.7218001365667,TP,3.0,2,104.89447093461172
2025-10-21 00:05:00,2025-10-21 00:10:00,Short,139.03670402061746,139.00670402061746,TP,3.0,1,107.89447093461172
2025-10-21 02:50:00,2025-10-21 02:55:00,Short,139.40133644562152,139.37133644562152,TP,3.0,1,110.89447093461172
2025-10-21 06:30:00,2025-10-21 06:45:00,Long,139.4740236258629,139.5040236258629,TP,3.0,3,113.89447093461172
2025-10-21 07:55:00,2025-10-21 08:00:00,Short,139.4918679819658,139.4618679819658,TP,3.0,1,116.89447093461172
2025-10-21 10:10:00,2025-10-21 10:25:00,Long,138.97577081306775,139.00577081306776,TP,3.0,3,119.89447093461172
2025-10-21 11:40:00,2025-10-21 11:45:00,Short,138.87018947954593,138.84018947954593,TP,3.0,1,122.89447093461172
2025-10-21 12:30:00,2025-10-21 14:30:00,Short,138.98696062538957,139.22087060120083,Time,-23.390997581125816,24,99.5034733534859
2025-10-21 20:45:00,2025-10-21 21:00:00,Long,139.07918523979575,138.77918523979574,SL,-30.0,3,69.5034733534859
2025-10-21 21:05:00,2025-10-21 21:10:00,Long,138.88287491885274,138.91287491885274,TP,3.0,1,72.5034733534859
2025-10-22 09:00:00,2025-10-22 09:05:00,Short,138.565809952744,138.535809952744,TP,3.0,1,75.5034733534859
2025-10-22 09:10:00,2025-10-22 09:15:00,Long,138.45364551265146,138.48364551265146,TP,3.0,1,78.5034733534859
2025-10-22 17:30:00,2025-10-22 17:35:00,Long,137.84811134549514,137.87811134549514,TP,3.0,1,81.5034733534859
2025-10-22 20:30:00,2025-10-22 21:00:00,Long,137.1430040123913,137.1730040123913,TP,3.0,6,84.5034733534859
2025-10-22 22:30:00,2025-10-22 22:40:00,Long,136.92549967199363,136.95549967199364,TP,3.0,2,87.5034733534859
2025-10-23 01:55:00,2025-10-23 02:05:00,Long,136.8540377669457,136.8840377669457,TP,3.0,2,90.5034733534859
2025-10-23 02:35:00,2025-10-23 02:40:00,Short,137.28045040512964,137.25045040512964,TP,3.0,1,93.5034733534859
2025-10-23 06:10:00,2025-10-23 06:30:00,Short,137.56074313001588,137.53074313001588,TP,3.0,4,96.5034733534859
2025-10-23 06:35:00,2025-10-23 06:55:00,Short,137.5566849141288,137.5266849141288,TP,3.0,4,99.5034733534859
2025-10-23 07:05:00,2025-10-23 07:10:00,Long,137.30747670013542,137.33747670013543,TP,3.0,1,102.5034733534859
2025-10-23 07:15:00,2025-10-23 07:20:00,Long,137.25904601674986,137.28904601674986,TP,3.0,1,105.5034733534859
2025-10-23 09:45:00,2025-10-23 10:05:00,Short,137.46031576509057,137.43031576509057,TP,3.0,4,108.5034733534859
2025-10-23 14:15:00,2025-10-23 14:25:00,Short,138.61442353002718,138.58442353002718,TP,3.0,2,111.5034733534859
2025-10-23 15:00:00,2025-10-23 15:10:00,Long,138.38256132824895,138.41256132824896,TP,3.0,2,114.5034733534859
2025-10-23 16:35:00,2025-10-23 16:40:00,Short,138.52920064125203,138.49920064125203,TP,3.0,1,117.5034733534859
2025-10-23 16:50:00,2025-10-23 16:55:00,Short,138.65949771020135,138.62949771020135,TP,3.0,1,120.5034733534859
2025-10-23 17:50:00,2025-10-23 18:05:00,Short,138.76134828393435,138.73134828393435,TP,3.0,3,123.5034733534859
2025-10-23 21:05:00,2025-10-23 21:10:00,Short,139.26005344997282,139.23005344997281,TP,3.0,1,126.5034733534859
2025-10-23 21:20:00,2025-10-23 21:25:00,Short,139.14384991202348,139.11384991202348,TP,3.0,1,129.5034733534859
2025-10-23 22:40:00,2025-10-23 22:45:00,Long,138.71709165041528,138.74709165041529,TP,3.0,1,132.5034733534859
2025-10-24 02:35:00,2025-10-24 02:40:00,Long,138.89981038763656,138.92981038763656,TP,3.0,1,135.5034733534859
2025-10-24 08:15:00,2025-10-24 08:40:00,Short,139.116220241561,139.416220241561,SL,-30.0,5,105.5034733534859
2025-10-24 12:40:00,2025-10-24 12:45:00,Long,138.727236323172,138.757236323172,TP,3.0,1,108.5034733534859
2025-10-24 16:55:00,2025-10-24 17:00:00,Short,138.23789779869318,138.20789779869318,TP,3.0,1,111.5034733534859
2025-10-24 17:45:00,2025-10-24 17:50:00,Short,138.26203664158092,138.23203664158092,TP,3.0,1,114.5034733534859
2025-10-24 20:40:00,2025-10-24 20:45:00,Short,138.29265292353725,138.26265292353725,TP,3.0,1,117.5034733534859
2025-10-24 20:50:00,2025-10-24 21:00:00,Long,138.08692684553068,138.11692684553068,TP,3.0,2,120.5034733534859
2025-10-24 21:10:00,2025-10-24 21:15:00,Long,137.67238164242414,137.70238164242414,TP,3.0,1,123.5034733534859
2025-10-25 08:55:00,2025-10-25 09:00:00,Long,138.49002744218583,138.52002744218584,TP,3.0,1,126.5034733534859
2025-10-25 09:10:00,2025-10-25 09:15:00,Long,138.35502274587904,138.38502274587904,TP,3.0,1,129.5034733534859
2025-10-25 15:20:00,2025-10-25 15:30:00,Short,138.25168669152956,138.22168669152956,TP,3.0,2,132.5034733534859
2025-10-25 18:10:00,2025-10-25 18:15:00,Short,138.18127740143177,138.15127740143177,TP,3.0,1,135.5034733534859
2025-10-25 21:05:00,2025-10-25 21:20:00,Short,138.13398738655536,138.10398738655536,TP,3.0,3,138.5034733534859
2025-10-25 23:35:00,2025-10-25 23:40:00,Long,137.93959612024133,137.96959612024133,TP,3.0,1,141.5034733534859
2025-10-25 23:45:00,2025-10-25 23:50:00,Long,137.74545373635488,137.77545373635488,TP,3.0,1,144.5034733534859
2025-10-26 01:15:00,2025-10-26 02:55:00,Short,137.77757285027099,138.077572850271,SL,-30.0,20,114.5034733534859
2025-10-26 05:40:00,2025-10-26 06:00:00,Short,137.9300388721225,137.9000388721225,TP,3.0,4,117.5034733534859
2025-10-26 07:55:00,2025-10-26 08:00:00,Short,137.6274086306417,137.5974086306417,TP,3.0,1,120.5034733534859
2025-10-26 13:45:00,2025-10-26 14:00:00,Short,137.12540357496744,137.09540357496743,TP,3.0,3,123.5034733534859
2025-10-26 16:00:00,2025-10-26 16:05:00,Long,136.69110371903506,136.72110371903506,TP,3.0,1,126.5034733534859
2025-10-26 16:10:00,2025-10-26 16:20:00,Long,136.63049274111046,136.66049274111046,TP,3.0,2,129.5034733534859
2025-10-26 23:50:00,2025-10-26 23:55:00,Long,137.36821445478137,137.39821445478137,TP,3.0,1,132.5034733534859
2025-10-27 05:50:00,2025-10-27 06:10:00,Short,137.12300985526582,137.09300985526582,TP,3.0,4,135.5034733534859
2025-10-27 06:50:00,2025-10-27 07:30:00,Short,137.28990728045244,137.25990728045244,TP,3.0,8,138.5034733534859
2025-10-27 10:35:00,2025-10-27 10:45:00,Short,137.9025370658038,137.8725370658038,TP,3.0,2,141.5034733534859
2025-10-27 13:45:00,2025-10-27 14:10:00,Short,137.7726815889926,137.7426815889926,TP,3.0,5,144.5034733534859
2025-10-27 15:20:00,2025-10-27 15:30:00,Long,137.60343920760602,137.63343920760602,TP,3.0,2,147.5034733534859
